name,author_id,snippet,link,source
Jihye Lee - Google 학술 검색,khTjl6QAAAAJ,postech.ac.kr의 이메일 확인됨. 학술자료인용공동 저자. 제목. 정렬. 서지정보순 정렬연도순 정렬제목순 정렬. 인용. 인용. 연도 · Deep ... Deep Penetration Ability for ...,https://scholar.google.com/citations?user=khTjl6QAAAAJ&hl=ko,Google Scholar
Seokwoo Kim - Google 학술 검색,fCePMXEAAAAJ,"공동 저자. Junsuk RhoPohang University of Science and Technology (POSTECH)postech.ac.kr의 이메일 확인됨 ... deep-ultraviolet region. J Kim, W Kim ...",https://scholar.google.com/citations?user=fCePMXEAAAAJ&hl=ko,Google Scholar
Jaesung Rim,Bsvwoq8m0e8C,"... POSTECHVerified email at postech.ac.kr. Follow. Jaesung Rim ... Deep Hybrid Camera Deblurring for Smartphone Cameras. J Rim, J Lee, H Yang, S ...",https://scholar.google.com/citations?user=Bsvwoq8m0e8C&hl=en,Google Scholar
Sungahn Ko - Google 학술 검색,gKnZiVcAAAAJ,POSTECH (Pohang University of Science and Technology) - ‪‪인용 횟수 1366번‬‬ - ‪Human-AI Collaboration‬ - ‪Visualization‬ - ‪Deep Learning‬ - ‪Data Mining‬ ...,https://scholar.google.com/citations?user=gKnZiVcAAAAJ&hl=ko,Google Scholar
Su-Beom Song - Google 학술 검색,XhJKvfoAAAAJ,POSTECH - ‪‪인용 횟수 267번‬‬ - ‪Solid state physics‬ ... Deep-ultraviolet electroluminescence and photocurrent generation in graphene/hBN/graphene ...,https://scholar.google.com/citations?user=XhJKvfoAAAAJ&hl=ko,Google Scholar
Hyunwook Lee - Google 학술 검색,GTWj-V4AAAAJ,POSTECH (Pohang University of Science and Technology) - ‪‪인용 횟수 282‬‬ ... An empirical experiment on deep learning models for predicting traffic data.,https://scholar.google.com/citations?user=GTWj-V4AAAAJ&hl=ko,Google Scholar
Hyung Ju Hwang,3kf9tpUAAAAJ,"Professor and Director for CM2LA, POSTECH - ‪‪Cited by 2440‬‬ - ‪Scientific Machine Learning‬ - ‪Mathematical AI‬ - ‪PDEs‬",https://scholar.google.com/citations?user=3kf9tpUAAAAJ&hl=en,Google Scholar
Dongwon Kim - Google 학술 검색,abXotYsAAAAJ,"... POSTECHpostech.ac.kr의 이메일 확인됨. Namyup KimSamsung Research ... Proxy anchor loss for deep metric learning. S Kim, D Kim, M Cho, S Kwak.",https://scholar.google.com/citations?user=abXotYsAAAAJ&hl=ko,Google Scholar
Dongwon Kim - Google 학술 검색,abXotYsAAAAJ,"... POSTECHpostech.ac.kr의 이메일 확인됨. Namyup KimSamsung Research ... Proxy anchor loss for deep metric learning. S Kim, D Kim, M Cho, S Kwak.",https://scholar.google.com/citations?user=abXotYsAAAAJ&hl=ko,Google Scholar
Yo-Seb Jeon - Google 학술 검색,fM5dyMAAAAAJ,"Associate Professor, EE, POSTECH - ‪‪인용 횟수 1173번‬‬ - ‪Wireless Communications‬ - ‪Machine Learning‬ - ‪Signal Processing‬",https://scholar.google.com/citations?user=fM5dyMAAAAAJ&hl=ko,Google Scholar
Soohee Han,bZNLufsAAAAJ,"Professor of Electrical Engineering and Convergence IT Engineering, POSTECH - ‪‪Cited by 7751‬‬ - ‪Reinforcement learning‬ - ‪Mathematical Instrumentation‬ ...",https://scholar.google.com/citations?user=bZNLufsAAAAJ&hl=en,Google Scholar
Dong Gu Choi,Xs1nItsAAAAJ,... POSTECHVerified email at postech.ac.kr. Ronald ChanceSenior ... An intelligent financial portfolio trading strategy using deep Q-learning.,https://scholar.google.com/citations?user=Xs1nItsAAAAJ&hl=en,Google Scholar
Jin Woo Jang - Google 학술 검색,PCeZNJ0AAAAJ,"공동 저자. Hyung Ju HwangProfessor and Director for CM2LA, POSTECHpostech.ac.kr의 이메일 확인됨 ... deep neural network approach. JY Lee, JW ...",https://scholar.google.com/citations?user=PCeZNJ0AAAAJ&hl=ko,Google Scholar
